,Date,Content
6804,2022-07-12 10:16:51+00:00,ini anime toksik fanart nya lucu lucu dah wkwkwk 
6805,2022-07-12 10:15:43+00:00, bo udah ganti minggu pinnednya belom ganti bo 
6806,2022-07-12 10:14:16+00:00,janji gak rage quit 
6807,2022-07-12 10:12:23+00:00, pasti cit enjin ini 
6808,2022-07-12 10:07:12+00:00, kena mental wkwk 
6809,2022-07-12 10:02:41+00:00, apakah ini typo yang disengaja 
6810,2022-07-12 09:59:53+00:00, princess skejul manaa 
6811,2022-07-12 09:59:36+00:00, makin kesini makin kesana 
6812,2022-07-12 09:59:31+00:00, nah main game gini aja daripada rage quit mulu 
6813,2022-07-12 09:59:30+00:00, ayo jangan lupa skejul nya adick kobo btw congrats m subrekernya 
6814,2022-07-12 09:58:55+00:00, masih nungguin dosen aku bo jadi gk bisa nemenin rehab dulu ya 
6815,2022-07-12 09:58:15+00:00, bentar masukin motor dlu 
6816,2022-07-12 09:58:08+00:00, merayakan m subs nya hand reveal sambil rapalin mantra ya kobo 
6817,2022-07-12 09:58:02+00:00, kmu kna mental tdi kah bo sial tdi aku gk bisa nonton 
6818,2022-07-12 09:57:54+00:00, langsung ganti nama sama username dia wkwkw emang niat jadi hater ini orang gw tandain du 
6819,2022-07-12 09:57:27+00:00, skejul pls 
6820,2022-07-12 09:56:42+00:00, menyerah lawan naga ga asik 
6821,2022-07-12 09:56:28+00:00, kobo perayaan m dirapel nanti aps perayaan m 
6822,2022-07-12 09:56:21+00:00, yah aku lg otw pulang gawe lord 
6823,2022-07-12 09:56:19+00:00, ktianaknya djga yh lkidz 
6824,2022-07-12 09:55:27+00:00, kamu harus coba jeng belajar bekerja sambil mendengar suara vtuber gepeng ini 
6825,2022-07-12 09:54:55+00:00, mental recovery yah bo wkwkwkwk semangat 
6826,2022-07-12 09:54:42+00:00, lanjut yang tadi dong tamatin 
6827,2022-07-12 09:53:49+00:00, sebagai viewers saya mengucapkan terima kasih tetapi sebagai kobokerz saya tidak menerima saran anda 
6828,2022-07-12 09:53:36+00:00, dewanya 
6829,2022-07-12 09:53:29+00:00, habis kena mental ygy 
6830,2022-07-12 09:53:15+00:00, level master bisa ga bo 
6831,2022-07-12 09:52:56+00:00, kobo perayaan jt subs nya mau bikin stadion bola 
6832,2022-07-12 09:52:43+00:00, ya kalo kobo dapatdebut 
6833,2022-07-12 09:51:56+00:00, kena mental kah deckkk bek bek bek 
6834,2022-07-12 09:51:42+00:00, wkwkkwkwkwk 
6835,2022-07-12 09:51:36+00:00, menunjukkan kobo sekali 
6836,2022-07-12 09:51:26+00:00, kalo kamu udah merasa nggak terhibur sama konten nya kobo sesimpel gausah nonton k 
6837,2022-07-12 09:51:12+00:00, takde skejul pun 
6838,2022-07-12 09:50:49+00:00, ketikannya lebih diperhatikan ya kids 
6839,2022-07-12 09:50:10+00:00,terpantau kena mental abis maen cuphead yaa cil 
6840,2022-07-12 09:49:57+00:00, thumbnailnya bau kobobntr lg nih 
6841,2022-07-12 09:48:46+00:00, dek skejulny la 
6842,2022-07-12 09:48:34+00:00, itu jarinya minta disentil deh gemes bgt 
6843,2022-07-12 09:48:32+00:00, jangan nangis ya kobo kalo nangis aku kasih om hiragi 
6844,2022-07-12 09:48:31+00:00, cungkring bgt beliau 
6845,2022-07-12 09:48:14+00:00, jangan kasi panggung teman teman nikmatin aja cocotan ini sambil nyeruput kopi anget dan nontonin kobo main proseka 
6846,2022-07-12 09:48:10+00:00, jadwal mana 
6847,2022-07-12 09:48:08+00:00, ku ucapkan selamat meski telat 
6848,2022-07-12 09:48:05+00:00, skejul mana kocak 
6849,2022-07-12 09:47:59+00:00, kesian anime hbs kena mental 
6850,2022-07-12 09:47:58+00:00, pembacaan donasi nya princess 
6851,2022-07-12 09:47:32+00:00, moga tepat waktu 
6852,2022-07-12 09:47:21+00:00, baru tau miku cosplay kobocil 
6853,2022-07-12 09:47:16+00:00, saran aja sebelum berpendapat mendingan nonton dulu stream nya dari awal biar tau 
6854,2022-07-12 09:47:14+00:00, pat kobo 
6855,2022-07-12 09:46:57+00:00, okeh 
6856,2022-07-12 09:46:31+00:00, jadwal dulu sabi g
6857,2022-07-12 09:46:31+00:00, kobo aku harap kamu tidak scam dan tidak berlama lama untuk segera merayakan m nya hand reveal ma 
6858,2022-07-12 09:46:29+00:00,gw mandi dulu 
6859,2022-07-12 09:46:11+00:00, ancrit kirain jtsubs dapet
6860,2022-07-12 09:46:04+00:00, rehabilitasi nggak pake 
6861,2022-07-12 09:45:49+00:00, apakah akan
6862,2022-07-12 09:45:48+00:00, ulti nya dipake bo 
6863,2022-07-12 09:45:37+00:00, bo cepet kita berburu naga 
6864,2022-07-12 09:45:34+00:00, scam nih sangat scam 
6865,2022-07-12 09:45:32+00:00, kobo titip salam ke pacarku ena ya 
6866,2022-07-12 09:45:32+00:00, yang bener 
6867,2022-07-12 09:45:23+00:00, rehabiliasu 
6868,2022-07-12 09:45:13+00:00, udah gesek kan bo 
6869,2022-07-12 09:45:05+00:00, knp my princess kakinya kyk lidi 
6870,2022-07-12 09:45:02+00:00, kobooooooooooooooooooooooooooooooooooooooo 
6871,2022-07-12 09:44:50+00:00, bocil nyasar ke panggung 
6872,2022-07-12 09:44:49+00:00, awokawok 
6873,2022-07-12 09:44:48+00:00, nahh healing healing wkwkw 
6874,2022-07-12 09:44:28+00:00,aku mau rehabilutasu starts at wib gmt 
6875,2022-07-12 09:44:10+00:00, bantu up aku di blokir sama si kuda kita permalukan ini bocil wkwk 
6876,2022-07-12 09:43:50+00:00, bantu up aku di blokir sama si kuda kita permalukan ini bocil wkwk 
6877,2022-07-12 09:43:31+00:00, bantu up aku di blokir sama si kuda kita permalukan ini bocil wkwk 
6878,2022-07-12 09:43:10+00:00, bantu up aku di blokir sama si kuda kita permalukan ini bocil wkwk 
6879,2022-07-12 09:43:04+00:00, diem itu hiburan lawak sekali anda 
6880,2022-07-12 09:40:43+00:00, ancrit ternyata bocil haters pengen caper niat amat ngetik panjang v 
6881,2022-07-12 09:40:39+00:00, oalah haters ternyata pantesan yang sabar ya mbak mas dukung oshi mu aja ya semua ada rez 
6882,2022-07-12 09:36:14+00:00, awas ada sovaaa prikitiww 
6883,2022-07-12 09:35:31+00:00, bhahahaha makanya nonton dari awal jadi tau alsanyanya kobo diam kenapa btw kobo diam ja 
6884,2022-07-12 09:35:16+00:00, dah di ss sebelum kamu apus tweetnya buat bukti dasar kuda 
6885,2022-07-12 09:34:41+00:00, alah ngaku aja kamu dasar kuda ini apa 
6886,2022-07-12 09:33:50+00:00, kita lu kali 
6887,2022-07-12 09:31:02+00:00, apasih anjir kamu nonton stream nya gak dia diem soalnya gak mau berisik karena ada tuka 
6888,2022-07-12 09:26:22+00:00, lah dia kan diem krn kesel sama gamenya malah justru diem krn kesel itulah yg jdi hiburan 
6889,2022-07-12 09:26:21+00:00, semangat bo aku nontonnya aja tadi ikut pusing 
6890,2022-07-12 09:23:36+00:00, seperti biasa rage end stream ya gaes wkwkwkk jam lawan naga masih blm kelar mental aman kan kobo 
6891,2022-07-12 09:21:58+00:00, kebetulan yang ini kobokan kentut kak dulu hobinya kentut 
6892,2022-07-12 09:21:26+00:00, mengedan langsung end stream me like 
6893,2022-07-12 09:20:21+00:00, paling tau banget si abang satu ini dah 
6894,2022-07-12 09:20:21+00:00, kacian kena mental 
6895,2022-07-12 09:11:13+00:00, kalo gitu terus menerus percayalah viewers mu bakal berkurang 
6896,2022-07-12 09:08:08+00:00, bo aku sering ngeliat livestream kamu tapi kyknya km trlalu fokus kegame sampe bnyk diem yajadi pembel 
6897,2022-07-12 08:59:57+00:00, saya tidak peduli akan hal tersebut 
6898,2022-07-12 08:56:12+00:00, janji gk end stream 
6899,2022-07-12 08:56:06+00:00, belum closing udah stop streaming 
6900,2022-07-12 08:54:25+00:00, wkwkw muka nya 
6901,2022-07-12 08:52:28+00:00, ending yang mebagongkan 
6902,2022-07-12 08:52:15+00:00,awowkwowkwowk janji ga toksik kobobrok 
6903,2022-07-12 08:52:07+00:00, emang kita kawan 
6904,2022-07-12 08:50:37+00:00, jangan ngamuk ngamuk booo 
6905,2022-07-12 08:50:23+00:00,selamat siang onaeru 
6906,2022-07-12 08:49:22+00:00, gws kobokan semoga mentalmu aman 
6907,2022-07-12 08:49:12+00:00, jadi kucing 
6908,2022-07-12 08:46:41+00:00, yah kena mental wwwww 
6909,2022-07-12 08:46:21+00:00, kena mental gan kok rage quit 
6910,2022-07-12 08:45:43+00:00, akwokwwk anime kena mental breakdance 
6911,2022-07-12 08:20:29+00:00, mungkin sedang kosplay petrik 
6912,2022-07-12 08:16:24+00:00,sabar sayang yuk ganti game aja 
6913,2022-07-12 07:51:39+00:00,siang ini menyaksikan kobokan aer kena mental main cuphead 
6914,2022-07-12 07:39:22+00:00,kamu imut sekali onaeru 
6915,2022-07-12 07:38:32+00:00, janji ga mukul meja 
6916,2022-07-12 07:28:35+00:00,janji gak gila 
6917,2022-07-12 07:28:11+00:00, bo badanku lagi gak enak aku nntn clip kamu aja ya 
6918,2022-07-12 07:07:03+00:00, jujur waktu dengerin suaranya kobo pertama kali aku kebayang kamu yor wkw 
6919,2022-07-12 07:05:35+00:00, wih selama serebu shock breaker 
6920,2022-07-12 07:00:08+00:00, kek bisa sabar aja lu bo 
6921,2022-07-12 06:57:27+00:00, sedang tidak sabar melihat bocil anime ngamuk 
6922,2022-07-12 06:54:30+00:00, janji gak emosi main ini 
6923,2022-07-12 06:54:06+00:00, bunyi sock dartnya prikitiww 
6924,2022-07-12 06:53:14+00:00, motivasi kobo menjadi anime adalah mengejar aoyama dan tadase 
6925,2022-07-12 06:52:43+00:00,gerakan dukung kobokanaeru masuk podcast om deddy aeruseni kobobrok holoid klarifikasi botak 
6926,2022-07-12 06:51:35+00:00, minimal bikin skejul bo 
6927,2022-07-12 06:51:25+00:00, awass ada shovaaaa prikitiwww 
6928,2022-07-12 06:51:09+00:00, kobo bila hp nya tinggal be like 
6929,2022-07-12 06:48:21+00:00, uji mekanik 
6930,2022-07-12 06:47:10+00:00, skejulnya dong kk 
6931,2022-07-12 06:46:36+00:00, siang siang gini emang paling mancap denger anime teriak teriak 
6932,2022-07-12 06:46:08+00:00, yg ada gamenya yang sbar dimainin kmu 
6933,2022-07-12 06:46:01+00:00, okeh 
6934,2022-07-12 06:44:44+00:00,janji gk kena mental 
6935,2022-07-12 06:42:20+00:00, viewer kobo pas lihat kobo emosi main cuphead 
6936,2022-07-12 06:41:45+00:00, semoga saja mental nya masih bertahan wahai my lort 
6937,2022-07-12 06:41:25+00:00, janji g ky cacing kepanasan 
6938,2022-07-12 06:40:46+00:00, jauh jauh sova ternya sova lokal udah ada wkwkwk 
6939,2022-07-12 06:40:45+00:00, janji gak kena mental 
6940,2022-07-12 06:40:31+00:00, apakah kita akan membuka kosa kata baru lagi 
6941,2022-07-12 06:40:27+00:00, wah siang 
6942,2022-07-12 06:40:14+00:00, luahkan segala pratpritnya bo 
6943,2022-07-12 06:40:11+00:00, reine sama kobo sama tapa sebelum koleb lg 
6944,2022-07-12 06:40:08+00:00, janji mental aman wiii 
6945,2022-07-12 06:39:25+00:00, janji gak kuku patah lagi ya neng janji gk mengejutkan warga bumi dengan hentakan darimu 
6946,2022-07-12 06:38:58+00:00, cari mouse cadangan dulu bo takutnya mouse yang ada gk kuat 
6947,2022-07-12 06:38:54+00:00, kuatkan fisik dan mental mu table kun 
6948,2022-07-12 06:38:41+00:00, janji g marahw oh ia skejulnya man yak 
6949,2022-07-12 06:38:38+00:00, kebelet berak 
6950,2022-07-12 06:38:34+00:00, gws mental 
6951,2022-07-12 06:37:38+00:00, mana skejul dek 
6952,2022-07-12 06:37:38+00:00,wkwkwjshshshs seru nih aku nonton ajalah 
6953,2022-07-12 06:37:33+00:00, aku bisa menerawang apa yang akan terjadi 
6954,2022-07-12 06:36:47+00:00, kesabaran nahan berak 
6955,2022-07-12 06:36:42+00:00,yooo has kobo seen bbno tiktok yet kobokanaeru 
6956,2022-07-12 06:36:34+00:00, skejulnya mana 
6957,2022-07-12 06:36:20+00:00, mendadak mulu sih untung lagi cuti 
6958,2022-07-12 06:36:19+00:00, dari thumbnail sudah jelas ekspresi kobo nanti 
6959,2022-07-12 06:35:30+00:00, tidak ada anime yang aman 
6960,2022-07-12 06:35:29+00:00, beneran janji gak nih yo gas kalau gitu 
6961,2022-07-12 06:35:14+00:00, nanti jajan boba ya patpat 
6962,2022-07-12 06:35:14+00:00, prat prot janji ga mukul meja 
6963,2022-07-12 06:35:12+00:00, gk dlu mint 
6964,2022-07-12 06:35:07+00:00, skejul mana bo keburu senin lgi nanti 
6965,2022-07-12 06:35:06+00:00, emosi bayar ribu 
6966,2022-07-12 06:35:01+00:00, janji ga gila 
6967,2022-07-12 06:34:58+00:00, menunggu prikitiew 
6968,2022-07-12 06:34:55+00:00, semoga kobo sabar karena aku yg sabar disayang kobo 
6969,2022-07-12 06:34:53+00:00, gk ada skejul dadakan lagi mm haaaaaah 
6970,2022-07-12 06:34:49+00:00, bo aku lagi uas terpaksa liat replay aj deh 
6971,2022-07-12 06:34:48+00:00, janji ga patahin kuku 
6972,2022-07-12 06:34:46+00:00, adain counter geprak meja bo 
6973,2022-07-12 06:34:43+00:00, panas panas maen gim kepanasan 
6974,2022-07-12 06:34:41+00:00, sepertinya akan banyak kata kata mutiara keluar bo wkwkwkwwk 
6975,2022-07-12 06:34:32+00:00,hahaha ini dia yang ditunggu 
6976,2022-07-12 06:34:25+00:00, awas mouse rusak lagi 
6977,2022-07-12 06:34:20+00:00, bo coba perhatiin lagi 
6978,2022-07-12 06:34:19+00:00, jangan tongsis bo aku nonton sama mamahku 
6979,2022-07-12 06:34:06+00:00, katanya update skejul bo 
6980,2022-07-12 06:34:02+00:00, mantap my princess ditunggu full skejulnya ya 
6981,2022-07-12 06:34:01+00:00, janji gak biji 
6982,2022-07-12 06:33:57+00:00, janji ga kena mental 
6983,2022-07-12 06:33:57+00:00, skejul mana bo 
6984,2022-07-12 06:33:38+00:00,uji kesabaran di siang hari prat starts at pm wib gmt 
6985,2022-07-12 06:33:05+00:00, kobo lagi kebelet berak 
6986,2022-07-12 06:26:36+00:00, anime nahan berakk 
6987,2022-07-12 06:19:14+00:00, kobo jadi husbu cui 
6988,2022-07-12 06:06:38+00:00, reflek jadi tetangga 
6989,2022-07-12 06:03:12+00:00,gila lu lu keren banget sih bo 
6990,2022-07-12 05:41:09+00:00, skejul mana bo masa dah m masih malas buat skejul kobomanaskejul 
6991,2022-07-12 05:24:39+00:00, kobooo aku ngidam skejul 
6992,2022-07-12 05:20:51+00:00,makan siang bersama ayank ehek kobobrok 
6993,2022-07-12 05:09:35+00:00,beliau ini kocak sekali y kawan 
6994,2022-07-12 05:09:20+00:00, dihbdin sama anime 
6995,2022-07-12 04:48:40+00:00,congrats for m subs fastest among all indonesia vtuber even sea btw om gamau undang kob 
6996,2022-07-12 04:26:21+00:00, di tunggu nasi kotaknya 
6997,2022-07-12 03:58:40+00:00, siap kmu kasar 
6998,2022-07-12 03:54:54+00:00, woi santai dong syukuri bukan ngeluh baee ni anak 
6999,2022-07-12 03:42:59+00:00, lucu banget 
7000,2022-07-12 03:41:44+00:00, ini bo buktinya kalo arubey yang mulai claim di stream nya maaf ya arubey aku cepuin 
7001,2022-07-12 03:34:51+00:00, bang bang bang aku mau skejul aku mau skejul 
7002,2022-07-12 03:31:53+00:00,afakah sekarang kita sedang memasuki arc baru dari perjalanan cerita anime kobo kanaeru kobokanaeru 
7003,2022-07-12 03:18:22+00:00, aku pikir minjem hahahahah 
7004,2022-07-12 03:05:23+00:00, update buat hari ini sekalian inces 
7005,2022-07-12 03:01:42+00:00, hari di scam anime 
7006,2022-07-12 03:00:31+00:00, kelas sir 
7007,2022-07-12 02:37:18+00:00, gabisa liat barang orang ga kepake 
7008,2022-07-12 02:29:27+00:00,mamamu pasti bangga kobokanaeru 
7009,2022-07-12 02:16:13+00:00, ngitung duit sambil dapet duit juga yee kan cil 
7010,2022-07-12 02:10:10+00:00, kobo kapqn main wild rift nya 
7011,2022-07-12 02:09:12+00:00,selamat jt subs nya kobo nih kuda tapi gepeng kobokanaeru aeruseni 
7012,2022-07-12 01:45:49+00:00, bergetar hati lort ini mah 
7013,2022-07-12 01:29:00+00:00,kobo ditukang looting awokawokawok 
7014,2022-07-12 01:20:06+00:00, bayangin subscriber lu kompak sama sama unsub 
7015,2022-07-12 01:17:31+00:00, tiati 
7016,2022-07-12 01:05:05+00:00, bo timmy jadi jahat nih gegara dilupain 
7017,2022-07-12 00:55:51+00:00, pemalak 
7018,2022-07-12 00:39:04+00:00,kerjaan kemarin langsung satsetsatset selesai gara pagi nya diucapin sama princess full senyu 
7019,2022-07-12 00:34:22+00:00, gak jelas lu cwek anime 
7020,2022-07-12 00:25:37+00:00,susah dah susah 
7021,2022-07-12 00:24:59+00:00,dipalak beneran dong bocil kematian tolong istighfar 
7022,2022-07-12 00:04:28+00:00, perayaan nya ganti baju bo jgn itu itu aja bau 
7023,2022-07-12 00:02:22+00:00,pantesan tiap denger kobo kayak familier tapi lupa siapa ternyata suaranya mirip i can be wrong s 
7024,2022-07-12 00:01:53+00:00,tumpengan kongrets kobokan 
7025,2022-07-12 00:00:07+00:00,mulai ngelooting 
7026,2022-07-11 23:53:32+00:00, bukan diundang ke podcastnya malah diundang ke somasi kamu nanti kalo nyinggung dia 
7027,2022-07-11 23:39:27+00:00, senpainya jangan kalah 
7028,2022-07-11 23:33:29+00:00, gimana dengan adu otak 
7029,2022-07-11 23:33:06+00:00, kukira yang kecil itu otaklu kah 
7030,2022-07-11 23:16:58+00:00, yaampun yaudh kukasih ini bang kei karya orang myanmar nich 
7031,2022-07-11 23:14:03+00:00, wihh selamat kobo 
7032,2022-07-11 23:11:09+00:00, lumayan makan makan 
7033,2022-07-11 23:09:52+00:00, terlalu berlebih lebihan ototnya keknya bukan si pack lagi tuh ten pack kali emote dewa 
7034,2022-07-11 23:04:38+00:00, apaan yaaa jutaa lahh bo gimna sihh anime ini btw selamt yaa bo 
7035,2022-07-11 22:44:02+00:00, kemaleman molor aku wkwkwk 
7036,2022-07-11 22:17:40+00:00, gw nyangka lort udh m aja gelar syukuran kapan lort 
7037,2022-07-11 22:15:05+00:00, kobooooo 
7038,2022-07-11 22:13:32+00:00, ditunggu skejul nya ya 
7039,2022-07-11 21:44:12+00:00, percuma juta subs tapi tangan ga bisa di gerakin 
7040,2022-07-11 21:24:20+00:00,buff ketemu anime 
7041,2022-07-11 20:57:18+00:00, beliau ini sangat lmao pisan 
7042,2022-07-11 20:55:01+00:00, apa kah cobo adalah yago katena tanda yang ada 
7043,2022-07-11 20:53:13+00:00, di tagih traktiran ilang kobo nya 
7044,2022-07-11 20:07:14+00:00, bo lo suka seblak gk 
7045,2022-07-11 19:59:05+00:00, sayang jangan lupa eeq abis makan tai chan 
7046,2022-07-11 19:55:16+00:00, where is gura s dakimakura 
7047,2022-07-11 19:44:29+00:00,merch alarm lort aku gamau telat menganggur 
7048,2022-07-11 19:42:57+00:00, keren banget kamu 
7049,2022-07-11 19:40:14+00:00,anjay dapet kuda nih wkwkwkwwk 
7050,2022-07-11 18:44:04+00:00, sorry kobo aku turu jadi gk bisa nonton 
7051,2022-07-11 18:43:30+00:00, stream di wc kan 
7052,2022-07-11 18:42:40+00:00, selamat om kobo v 
7053,2022-07-11 18:41:54+00:00, kobo watashi boleh pake nama belakang kobo ga 
7054,2022-07-11 18:31:47+00:00,mampus 
7055,2022-07-11 18:22:51+00:00,dedek kobo jt subs masa ngga di selamatin kobokanaeru kobokerz 
7056,2022-07-11 18:21:34+00:00, aka supa tidak ternotis tapi gapapalah endingnya bahagia akwkkakwa 
7057,2022-07-11 18:19:43+00:00, aowkwk ritim full senyum 
7058,2022-07-11 18:15:50+00:00, kobo kamu keknya nggk boleh streaming deh 
7059,2022-07-11 18:10:43+00:00, kobo bakal lanjutin dreadout gak 
7060,2022-07-11 18:00:55+00:00,mataram tetep is red ya bo kamu aj biru 
7061,2022-07-11 17:52:29+00:00, maksudnya de ade dek bnyak variable 
7062,2022-07-11 17:36:08+00:00,kayak happy aja gitu capek kerja terus malemnya nonton 
7063,2022-07-11 17:22:55+00:00, wkwkwkwkw 
7064,2022-07-11 17:21:02+00:00,wow gg kobo 
7065,2022-07-11 17:20:42+00:00, cebo kun masa depan yang sekarang masih tinggian olivia 
7066,2022-07-11 17:18:27+00:00, what gak kobo aja yang kesana 
7067,2022-07-11 17:18:17+00:00, ok shaaap pokok ada kisi kisi sekejul 
7068,2022-07-11 17:14:50+00:00, anjir baru balik gw bo 
7069,2022-07-11 17:05:46+00:00, sangat sangat brutal sekali dua anime ini 
7070,2022-07-11 17:00:54+00:00, mantapp bawang gepeng ikut ngucapin 
7071,2022-07-11 16:51:59+00:00, gara gara anying kobo 
7072,2022-07-11 16:51:44+00:00, yopi kok nagih traktir mulu tapi gapernah reply congrats ke kobo 
7073,2022-07-11 16:39:21+00:00, congrat kobo sekarang kita syukuran dengan daging qurban 
7074,2022-07-11 16:38:07+00:00, mending turu 
7075,2022-07-11 16:38:03+00:00, tumpengan 
7076,2022-07-11 16:36:12+00:00, dua anime ini sangatlah emejing 
7077,2022-07-11 16:31:57+00:00, congrats bang kobokers semoga makin soksezzzz lordz 
7078,2022-07-11 16:31:43+00:00, tidak sopan sekali yah bocah satu ini 
7079,2022-07-11 16:22:48+00:00,gemes bgt sih lu lort pgn gw jitak 
7080,2022-07-11 16:15:00+00:00,hasil dari tura turu tura turu selama seminggu 
7081,2022-07-11 16:06:40+00:00, sejuta doang kaga perifed 
7082,2022-07-11 15:51:30+00:00, princes lapor ini temen gw cebokerz enaknya diapain yaakk kobokanaeru kobokerz 
7083,2022-07-11 15:51:27+00:00,kobobrok semdih melihat ini 
7084,2022-07-11 15:50:56+00:00,congratsss pituber besar princess lort cebol kanaeru udah jt 
7085,2022-07-11 15:47:34+00:00, nonton menceriakan hari dengan keimutannya nonton menyegarkan hari dengan ketawanya non 
7086,2022-07-11 15:46:07+00:00, error menghadehh 
7087,2022-07-11 15:45:40+00:00, kobo pasti kamu lupa top ap token listrik yh 
7088,2022-07-11 15:45:35+00:00, begitu loh kok 
7089,2022-07-11 15:37:48+00:00, kobro sama olivia 
7090,2022-07-11 15:36:57+00:00, kang nyolong nih ye 
7091,2022-07-11 15:33:08+00:00, woi kobo saran nick yg ada unsur lo nya dong 
7092,2022-07-11 15:33:02+00:00, gj banget animeh satu ini 
7093,2022-07-11 15:31:36+00:00,selamat buat gold play button subscriber nya kobobrok 
7094,2022-07-11 15:30:47+00:00, kobo sayang aku udh ngantuk bgt nih jam segini tumben maap ga bisa nonton live ya kali ini tp nanti 
7095,2022-07-11 15:30:39+00:00, sejuta doank ga ad skejul 
7096,2022-07-11 15:30:14+00:00, iyah 
7097,2022-07-11 15:29:39+00:00, widij 
7098,2022-07-11 15:23:54+00:00, bang bang sekejul bang aku mau sekejul 
7099,2022-07-11 15:23:50+00:00, waaaah congrats kobooo 
7100,2022-07-11 15:23:10+00:00, gw g peduli bo sekejul lu mana woe skejul 
7101,2022-07-11 15:23:07+00:00, wah karakter baru di boboiboy koboiboy 
7102,2022-07-11 15:22:54+00:00, bo bo skejul bo aku mau skejul aku mau skejul 
7103,2022-07-11 15:22:51+00:00,hiburan malam 
7104,2022-07-11 15:22:50+00:00, ohh kirain bakal live jam an 
7105,2022-07-11 15:21:42+00:00, bang skejul bang aku mau skejul aku mau skejul 
7106,2022-07-11 15:21:36+00:00, princess piano keyboard nya sampai berdebu tuh ga pernah di mainin 
7107,2022-07-11 15:21:18+00:00, yg ibunya di chat tetangga wkwwk 
7108,2022-07-11 15:21:16+00:00, kita absen dulu ada bocil replay 
7109,2022-07-11 15:19:54+00:00, some sweet senpai kohai time 
7110,2022-07-11 15:19:47+00:00, okelah kalo begitu 
7111,2022-07-11 15:19:13+00:00, skejul nya bo biar gak telat awokawok 
7112,2022-07-11 15:18:40+00:00, bo aku butuh skejul 
7113,2022-07-11 15:18:27+00:00, judulnya 
7114,2022-07-11 15:17:57+00:00, jangan lupa skejull 
7115,2022-07-11 15:17:20+00:00, judulnya shombong amat 
7116,2022-07-11 15:16:34+00:00, kecil banget kuku nya 
7117,2022-07-11 15:16:21+00:00, turu aku ntar di tengah stream 
7118,2022-07-11 15:16:18+00:00, thanks hari nunggu stream nya kobo 
7119,2022-07-11 15:15:59+00:00, kono mulai menikmati stream malam 
7120,2022-07-11 15:15:27+00:00, malem sekali ya my beloved princess yuk bisa yuk abis itu lanjut valo ampe pagi 
7121,2022-07-11 15:15:22+00:00, walaupun malem gk pp sumpah 
7122,2022-07-11 15:15:03+00:00, baca donate nya sambil nyanyi 
7123,2022-07-11 15:14:50+00:00, nah gitu dong gak mepet bikin tweet sama roomnya naise naise 
7124,2022-07-11 15:14:48+00:00, klo ngasih tau stream suka ngagetin 
7125,2022-07-11 15:14:33+00:00, kemalaman lort saya terpaksa jadi bocil replay 
7126,2022-07-11 15:14:06+00:00, skejul mana skejul 
7127,2022-07-11 15:14:04+00:00, tumben bo belakangan ini stream malem teruuss 
7128,2022-07-11 15:13:53+00:00, malemnya princess ini ternyata beneran malem banget ges 
7129,2022-07-11 15:10:02+00:00, anime yang satu ini tidak ramah bintang 
7130,2022-07-11 15:08:33+00:00, mulai jam brp princess 
7131,2022-07-11 15:06:57+00:00, skejul bo spesial m pake tulisan tangan 
7132,2022-07-11 15:06:37+00:00, anjirrr bo lu terkenal bgt 
7133,2022-07-11 15:06:12+00:00, jangan bilang jam malem 
7134,2022-07-11 15:05:23+00:00, bo stream jam berapa besok aing sekolah smp sore nih 
7135,2022-07-11 15:04:52+00:00,saat vtuber juta dalam keadaan gabut 
7136,2022-07-11 14:58:16+00:00, wih naek gaji nih kek nya 
7137,2022-07-11 14:55:56+00:00, woahhh selamat koboooo 
7138,2022-07-11 14:54:49+00:00, kapan lort apakah scam 
7139,2022-07-11 14:52:09+00:00, kalo mau pake meme orang kasih kredit bro jangan asal save ba 
7140,2022-07-11 14:51:12+00:00, jadwal doang live kagak 
7141,2022-07-11 14:50:22+00:00, jam berapa bok 
7142,2022-07-11 14:44:50+00:00, kobo ayo colep 
7143,2022-07-11 14:44:33+00:00, jam brpa bos wkwkw 
7144,2022-07-11 14:38:53+00:00, kudanya mana bo 
7145,2022-07-11 14:37:10+00:00, soalnya kalau udah menyangkut perilaku dan keprib 
7146,2022-07-11 14:36:11+00:00, klo tindakan merepostnya masih bisa saya maafkan 
7147,2022-07-11 14:31:40+00:00, hari duit dipinjem 
7148,2022-07-11 14:23:16+00:00, kapan bo 
7149,2022-07-11 14:22:49+00:00, akwoakwoak 
7150,2022-07-11 14:21:17+00:00, jgn pura ga inget hari ya kobo kami disini butuh skejul chan 
7151,2022-07-11 14:20:23+00:00, bo skejulnya mana 
7152,2022-07-11 14:19:40+00:00, loh koq ngatur boo 
7153,2022-07-11 14:17:49+00:00, iyaaa habisin donation reading nya biar ga numpuk 
7154,2022-07-11 14:16:50+00:00, jangan bilang jam 
7155,2022-07-11 14:13:06+00:00, skejul bo 
7156,2022-07-11 14:12:05+00:00, gajadi kah yang mulia yudh aku yo mo turu ripley aj klopun ada 
7157,2022-07-11 14:11:55+00:00, ngaku aje udh awokwkwk 
7158,2022-07-11 14:09:04+00:00, streaming rn don t miss it wkwkwkkw aeruseni kobokanaeru 
7159,2022-07-11 14:08:48+00:00, mana bo kok tidak kunjung datang donation reading nya 
7160,2022-07-11 14:07:45+00:00, janji gk maen valo ntar malem 
7161,2022-07-11 14:05:55+00:00, jam berapa nih 
7162,2022-07-11 14:05:07+00:00, ada apa dengan beliau ini sopan sekali 
