,Date,Content,Sentiment
1827,2022-04-14 06:36:51+00:00,hallo   zodiastars akan membuka audisi talent untuk kalian yang ingin menjadi vtuber   n naudisi ini akan dibuka pa,Neutral
1828,2022-04-14 06:30:41+00:00,mudahan hari ini gg ya gaes  bosen nt nt teros nbalek lagi ges yak  kali ini mabar mlbbareng nihh,Positive
1829,2022-04-14 06:11:21+00:00,naimu subetal eva      nevangelion evangelioncosplay vtuber streamer vtuberes twichstreamer vrchat,Neutral
1830,2022-04-14 05:51:45+00:00,siang ini  boom boom bakudan  n nvtuber vtuberinananlivn,Positive
1831,2022-04-14 05:10:37+00:00,guys jangan lupa nonton yaa  nanti jam   jangan lupa subscribshardan likyaa vtuberivtuber,Neutral
1832,2022-04-14 05:01:50+00:00,selamat siang bagaimana kabarnya  sekarang coco sedang mencoba untuk menggambar sekaligus freetalk  semoga kamu suk,Neutral
1833,2022-04-14 05:00:01+00:00,stream announcement  ngambar gambar bareng sama kita yuk  lt  n n     pm  gmt    n    apr  n nwaiting room,Neutral
1834,2022-04-14 04:52:52+00:00,alarm sahur dari biar terus semangat menjalankan ibadah puasa kalian   nvtuber vtuberivtuberclip,Positive
1835,2022-04-14 04:39:52+00:00,thgift    npokoknya ada sma yg buka kelas thgiftebuat ngelatih muriyg punya bakat super power,Positive
1836,2022-04-14 04:30:00+00:00,windows   mnanimanimememes vtuber otaku anitwt,Neutral
1837,2022-04-14 04:14:20+00:00,yuk gaskan nletsgo vtuber n,Positive
1838,2022-04-14 04:07:29+00:00,pembuka di australia modhar   vtuber vtuber vtuberdebut vtuberuprising,Neutral
1839,2022-04-14 03:24:36+00:00,kali ini kami akan membahas tentang asal mula zodiataurus  yuk disimak   n nzodiacstars zodiacstars itaurus,Positive
1840,2022-04-14 03:21:25+00:00,ceritanya aku gabut pagi ini  jadi ayo streaming biar ga gabut  n nstream dat    pukul   gmt   nwaiting,Positive
1841,2022-04-14 03:11:00+00:00,konnibunny  thanks buat yang sudah datang di stream ragisa smalem  buat yang pengen denger bengek ala ketel airnya,Neutral
1842,2022-04-14 02:41:21+00:00,envtuber  it s pew pew tim  uwu     haruka  lurk    apelegends,Neutral
1843,2022-04-14 02:29:35+00:00,nanti siang mari uji kesabaran yah  jam   n nwaiting room  vtuberifutsuri,Neutral
1844,2022-04-14 02:04:46+00:00,mioning  nsemangat buat hari ini  besok tanggal merah looh  bakal libur uwu n nmalam ini mion mau ngajak kalian main g,Positive
1845,2022-04-14 01:56:04+00:00,carreritas o misiones  uwu  nstream gta streaming trovo vtuber n,Neutral
1846,2022-04-14 01:51:44+00:00,ohabunny  ada  jawaban yang cukup menarik  but ragisa mungkin milih   bilang sayang dan alarm buka puasa  tapi kl,Neutral
1847,2022-04-14 01:25:36+00:00,surat quraisy  ayat    vtuber indonesia  nassalamualaikum teman teman    aya ikhwan firdaus  salam kenal,Neutral
1848,2022-04-14 00:07:29+00:00,okokokok help msimp n nvtuber vtubersen envtuber envtubers vtuberuprising anitwt,Neutral
1849,2022-04-13 23:13:04+00:00,otsu minnaaa  nmakasih banget yah udah dateng kstreamnya ami dan nemenin ami sama reisth ngdotaa nspecial thank y,Positive
1850,2022-04-13 21:17:00+00:00,streming with nyuku wooo n nvtuber vtubers envtubers envtuber,Neutral
1851,2022-04-13 21:04:38+00:00,selamat pagi selamat berpuasa bagi yang menjalankannya  sekarang coco sedang main genshin impact  semoga bisa menem,Positive
1852,2022-04-13 20:56:45+00:00,babysitting  akaris    n nvtubestudio vtuber,Neutral
1853,2022-04-13 19:20:49+00:00,streamnya ditunda ya gaes khari jumat tgl   april jam   wi nboleh disebar linknya buat tambah tambah peng,Neutral
1854,2022-04-13 18:43:14+00:00,memperingati hari aprilsiasi watermark wicis yang dibuat oleh saya sendiri ngaku aja biar ramkonten dah itu aja,Neutral
1855,2022-04-13 17:52:55+00:00,hmmm  monkeh    n vtuber,Neutral
1856,2022-04-13 17:26:43+00:00,terima kasih banyak untuk support dari temen temen           n nuntuk yang ketinggalan premier cek videonya yuk,Positive
1857,2022-04-13 17:23:56+00:00,belajar gambar demi ayang    nbelajar gambar demi buat fanart andi   n nfirst buat fanart maakalau jelek,Positive
1858,2022-04-13 16:57:43+00:00,otra  nsankyu sudah mampir nsankyu sudah nemenin chat  nsankyu sudah liknsankyu sudah ajari saya gombal   nsanky,Positive
1859,2022-04-13 16:38:48+00:00,misiones misiones misiones uwu  volvi    nstream gta streaming trovo vtuber n,Neutral
1860,2022-04-13 15:21:19+00:00,katiacerrus   is now liv  n katiacerrius   bercanda  bersama vtuber  vtuber indonesia   pngtuber,Neutral
1861,2022-04-13 15:14:05+00:00,sara shittl nsara s  j  n nss sarashittl reality vtubers vtuber realityapp  n n,Neutral
1862,2022-04-13 14:44:22+00:00,bom dia nya  n nnyarlanyart vtuber vtuberbr,Neutral
1863,2022-04-13 14:17:38+00:00,selamat malam selamat beristirahat  sekarang coco sedang main thouter worlds  semoga bisa menemani waktu tidur ka,Positive
1864,2022-04-13 13:39:40+00:00,karaokean atau nyanyi bareng mahiru rui gas   ikuzoo    n n   rabu  april       wi gmt   n,Positive
1865,2022-04-13 13:36:41+00:00,wah  ga kerasa ya udah  hari puasa nih  mimin yakin sih kalian pasti udah ada yang bolong kan  jadi dosa apa yang,Positive
1866,2022-04-13 13:10:19+00:00,jadi      aku buka googlform untuk kalian ngirim challengbuat apestream minggu depan dengan wheel ofortune,Neutral
1867,2022-04-13 13:09:37+00:00,jadi      aku buka googlform untuk kalian ngirim challengbuat apestream minggu depan dengan wheel ofortune,Neutral
1868,2022-04-13 12:55:19+00:00,jadwal livestream malam ini n n  n  gmt    npokemonunitrizekureya n n vtuber,Neutral
1869,2022-04-13 12:47:51+00:00,yuk gais mampir kkotoba station  hari ini host nya ada kak yuuichi saitou  ditemenin sana kak noyomi neichi yang,Neutral
1870,2022-04-13 12:36:59+00:00,yuk lanjut tamatin gamoutlast hehn nvtuber vtubers virtualyoutuber outlast vtuberi n n,Neutral
1871,2022-04-13 11:57:40+00:00,yumi mau klarifikasi      n vtuberivtuber,Neutral
1872,2022-04-13 11:54:44+00:00,summer with kumamoto beru    n                        nberumur berart kumaberuart fanart vtuber,Neutral
1873,2022-04-13 11:48:30+00:00,siap digoyang lagi malem ini          nyang mau ikut tamasya jangan lupa k  n,Neutral
1874,2022-04-13 11:45:13+00:00,hello  travelers  n nmalam ini haruna ada collaapelegends bareng dan yang seperti bias,Neutral
1875,2022-04-13 11:24:13+00:00,video mep dg asset animasi dan gambar yg q bikin      ovo   n nlama juga ternyata aq di komunitas vtuber sampudh bikin,Positive
1876,2022-04-13 11:17:08+00:00,nbb  kalian pilih ini atau itu      dimenstar i meridia elinor   ntonight at   pm gmt  n nwaiting room,Neutral
1877,2022-04-13 10:58:00+00:00,jadi gini   n nlink clip  renaanggraenimaha renalivmaha vtuber,Neutral
1878,2022-04-13 10:53:17+00:00,donathon   sesekali mencoba mengcarry  pisod  n vtuberivtuberindonesia,Neutral
1879,2022-04-13 10:40:28+00:00,hi  nightowls  finally vio bakal debut  n n      april  n        wi gmt    n ncatat tanggalnya ya      nvio tungg,Neutral
1880,2022-04-13 10:33:25+00:00,mafiya     nkamiyarts vtuber csp,Neutral
1881,2022-04-13 10:23:37+00:00,kelakuan siapa ini      bentar lagi buka puasa nih di tempat mimin  yuk bisa yuk    n nsumber  rofil asdn nngabuburit,Positive
1882,2022-04-13 10:16:40+00:00,halo abang  mau konser dimana bang  n  n  n  n nandiadinata andiadinata art maha mahafanart digitaldrawing,Positive
1883,2022-04-13 10:00:19+00:00,yg ga liat  nyesel  nana udah liat dan nana tercengang  n nvtuber vtuberdebut debutsoon,Positive
1884,2022-04-13 09:47:53+00:00,selamat sorgimana kabarnya  sekarang coco sedang main frefir semoga bisa menemani waktu ngabuburit mu,Neutral
1885,2022-04-13 09:02:52+00:00,ragisa liv konnibunny minna  hari ini ragisa mau ngerjain  eh  engga maksudnya mau maen gartiphonsama memb,Positive
1886,2022-04-13 08:51:16+00:00,sorsemuaaa  sreasta pengen punya teman lebih banyak  walau aku belum punya model  masih proses   tapi gpp kan ya,Positive
1887,2022-04-13 08:03:48+00:00,alhamdulillah njuz  sudah selesai nsankyu buat udah mampir  sankyu buat sudah liknotra  nseyou nstream,Neutral
1888,2022-04-13 07:11:31+00:00,mainkrap mainkrap mainkrap n nperluasan peternakan n     wigmt  n,Positive
1889,2022-04-13 06:59:45+00:00,ragisa butuh pelampiasan blyk ok let s try to do somvoicacting shall w        n nwarning  tolong volumsuaran,Positive
1890,2022-04-13 06:22:25+00:00,mengaji sekarang nnnti sorada kerjaan gak bisa di tinggal    n nlink   ralivvtuberivtuber,Positive
1891,2022-04-13 06:16:36+00:00,baju baru  alhamdulillah  ndipakai di hari raya  n nmari kita sebarkan kebarbaran   ini   nvtuber vtuberuprising,Positive
1892,2022-04-13 06:11:11+00:00,kali ini mimin ingin membagikan hal ini kkalian  dan seharusnya tau lah ya mereka siapa  kalau penasaran  simak v,Positive
1893,2022-04-13 06:06:36+00:00,lelah   aku mau janimaj paktutorial dr    nkobokanaeru tutorialjadianimvtuber,Positive
1894,2022-04-13 05:43:45+00:00,selamat siang selamat beraktifitas  sekarang coco sedang main minecraft  semoga bisa menemani kegiatan mu di siang,Neutral
1895,2022-04-13 05:25:11+00:00,nulissss nama  yang donasii ikzzzzzz      n n  freetalk   onasi fansign         n    april   n     wi  gmt,Neutral
1896,2022-04-13 04:16:58+00:00,tahukah kalian tentang asal mula zodiaaries    n nzodiacstars zodiacstars iaries vtuber vtubers,Neutral
1897,2022-04-13 04:16:26+00:00,assalamualaikum wr w ngimana kabar kalian hari sahabat   nsemangat puasanya kan    n nvtuber vtubers,Neutral
1898,2022-04-13 04:15:15+00:00,besok new cover song      njangan lupa dateng kpremiernya ya   pina tunggu disana               n ndon t forget to turn on you,Neutral
1899,2022-04-13 04:00:26+00:00,pendaftaran audisi aspira project generasi  sudah tidak terasa tinggal  hari lagi      sudah baca baca info audisin,Neutral
1900,2022-04-13 02:48:29+00:00,mobillegen quis gak jelas mending meel vtuber liv,Positive
1901,2022-04-13 02:37:14+00:00,aku akan cepat mati terus  liat lah nanti wkwkwk  n ntanggal    april  njam     winlink,Neutral
1902,2022-04-13 02:27:16+00:00,surat al ma un  ayat    vtuber indonesia  nassalamualaikum teman teman    aya ikhwan firdaus  salam kenal,Neutral
1903,2022-04-13 02:24:12+00:00,lanjutkan thchasm siang ini jam  ikuzoo  datang yah    n nwaiting room,Neutral
1904,2022-04-13 02:19:11+00:00,vietnam star di posisi   bisakah dapat podium      vtuber vtuber vtuberdebut,Neutral
1905,2022-04-13 01:55:05+00:00,trailer member pertama  generasi   nvtuber vtuberindonesia virtualyoutuber virtualyoutuberindonesia,Positive
1906,2022-04-13 01:54:19+00:00,selamat pagi semua  n nmimin buat faq nih untuk menjawapertanyaan pertanyaan kalian seputar audisi tengoku liv nbi,Positive
1907,2022-04-13 01:10:25+00:00,oharuka     nsodara ruka mau debut jadi pngtuber dulu nih sambil nunggu selesai dirigging   nsupport dia juga,Neutral
1908,2022-04-13 01:07:01+00:00,pagi semuanya n njangan lupa besok di ramaikan seramai ramai nya             n nvtubers vtuber vtuberivtuberuprising,Neutral
1909,2022-04-13 01:03:06+00:00,catat tanggal nya n n   n njangan lupa diramaikan n naccrovtuber vtuberivtuberuprising vtubers pngtuber,Neutral
1910,2022-04-13 01:00:01+00:00,arigatouuuu   el jadi yanderuwu  n nri art fanart animelrin vtuberivtuber,Positive
1911,2022-04-13 00:59:11+00:00,ayo ramaikan n nvtuber vtuberuprising vtuberivtubers,Neutral
1912,2022-04-13 00:38:10+00:00,ikz minna dengerin lina teriak teriak di unarchivkaraokhari ini jam  siang nwaiting room,Neutral
1913,2022-04-13 00:22:45+00:00,vtuber vtuberin vtuberiaku respect banget sama dia  tahun masih konsisten walaupun yang nonton ga banyak   n n,Positive
1914,2022-04-12 22:41:34+00:00,vtuber  nyaa nyaa song  neko matsuri   lyrics in ntweet,Neutral
1915,2022-04-12 21:46:32+00:00,uwaa arigatou minnaa      makasih banyak yang udah support vall         nyuk mampir buat yang belum nlink,Positive
1916,2022-04-12 21:17:37+00:00,back  blooeansion updates     demon vtuber       co stream neolalo  amp  okamijigoku   vtuber vtubers,Neutral
1917,2022-04-12 21:15:59+00:00,selamat pagi selamat berpuasa bagi yang menjalankannya  sekarang coco sedang main genshin impact  semoga bisa menem,Neutral
1918,2022-04-12 20:38:44+00:00,aku dan reisth udah kelar stream yay     nmakasih ardian  skippu  yuju  fufu dan juga erek yang udah nemenin mabar yaa,Positive
1919,2022-04-12 20:11:52+00:00,vtuber kalo livestream freetalk bahas tuhan bakal masalah nggk sih  n nvtubers,Neutral
1920,2022-04-12 19:55:27+00:00,fps kinda stream  nvtuber vtubersen  n,Neutral
1921,2022-04-12 17:27:23+00:00,short version  nbukiyouna otoko by kanzaki iori noriginal          nvtuber vtuberth,Neutral
1922,2022-04-12 16:53:25+00:00,otra  n nsankyu semua yang udah mampir  sankyu juga udah liknkita ketemu lagi di stream selanjutnya  njaa n,Neutral
1923,2022-04-12 16:53:17+00:00,donathon   ngobrol santuy aja  pisod  n vtuberivtuberindonesia,Neutral
1924,2022-04-12 16:36:39+00:00,tuber  engarlah bingtang hatiku  over  horts kasih semuanya     n nlong t,Neutral
1925,2022-04-12 16:13:23+00:00,virtual   vtuber  py nagensi vtuber  hololivproduction  telah melampaui  juta total pelanggan youtubdari ta,Neutral
1926,2022-04-12 14:39:23+00:00,selamat malam selamat beristirahat  sekarang coco sedang main thouter worlds  semoga bisa menemani waktu tidur ka,Neutral
1927,2022-04-12 14:32:46+00:00,yo gais hari ini balik lagi kkotoba station dengan host ryouko chikag hari ini nenek oko akan main rainbow si,Positive
1928,2022-04-12 14:02:17+00:00,perkenalkan saya adalah ehdiablo seorang vampir dan virtual youtuber dari kru bajak laut yg kapten nya sudah tertan,Positive
1929,2022-04-12 13:58:10+00:00,hallo  zodiastars adalah agensi vtuber yang akan mulai aktipada akhir tahun   n noleh karena itu kami akan m,Neutral
1930,2022-04-12 13:50:29+00:00,mabar mobillegenbareng mahiru rui di bstation ikuzoo       n n   selasa  april       wi gmt   n,Neutral
1931,2022-04-12 13:23:50+00:00,hajimata n nvtuber digimon,Neutral
1932,2022-04-12 13:16:38+00:00,peko peko matamu tet tot tet tot tet n nvtuber hololiveihololivollikureiji olli,Neutral
1933,2022-04-12 13:05:24+00:00,evtuber  nvtuber     a avtuber vtuber                   n nmoment toto nsuisyou cha nnekoyamabatu nlotten mikan nmin  min  nm nmizuchi gbg,Neutral
1934,2022-04-12 12:31:49+00:00,new clip  nbisa dibilang dan adalah kakak beradik yang tidak normal  nvtuber vtuberi,Neutral
1935,2022-04-12 12:03:38+00:00,headshot uwu nvtubersen vtuber,Neutral
1936,2022-04-12 11:45:35+00:00,mari menghorror bersama erishia dengan bermain gamhorror    n n   selasa  april       wi gmt   n,Neutral
1937,2022-04-12 10:59:18+00:00,halooo perkenalkan aku izuna takahashi nvtuber baru jangan lupa mampir kvideo pertama di channel youtubku yaaa,Positive
1938,2022-04-12 10:47:11+00:00,jadwal livestream malam ini n n  n  gmt    napeegends verionlivn n vtuber,Neutral
1939,2022-04-12 10:22:22+00:00,alhamdulillah  njuz  sudah di baca nsankyu udah mampir  sankyu udah liknkita ketemu lagi di stream valo nnti malam,Neutral
1940,2022-04-12 10:20:26+00:00,malem ini corekeeper dengan cibaduyut team racing lagi w  nsaksikan saya   amp  menu,Neutral
1941,2022-04-12 10:13:54+00:00,lumi melakukan pos nyan    n nlumicelestia vtuber vtubers maha,Neutral
1942,2022-04-12 10:13:28+00:00,enaknya gibahin siapa ya  n  n  n    freetalk desta selasa  april    win,Neutral
1943,2022-04-12 10:10:36+00:00,sukses dengan soni amp  tails  spongebojuga hadir sebagai vtuber dalam nickversmetaversyang diadakan di acara k,Positive
1944,2022-04-12 09:59:55+00:00,halo yuk bantu komunitas vtuber baru yang akan menaungi beberapa vtuber indiyang akan rdebut s,Positive
1945,2022-04-12 09:52:34+00:00,azzralivalquran jalan hidayah n lupa klik tweet  hahaha  nazzramadhania islam,Neutral
1946,2022-04-12 09:51:22+00:00,selamat sorgimana kabarnya  sekarang coco sedang main stumblguys  semoga bisa menemani ngabuburit kamu,Neutral
1947,2022-04-12 09:50:59+00:00,haloo semuaa  video baru udah ada di youtubvall  silahkan mampir ya      nlink  yang,Neutral
1948,2022-04-12 09:23:02+00:00,sampurasun  selamat sor     nada sedikit pengumuman untuk minggu ini          nterimakasih atas pengertiannya,Neutral
1949,2022-04-12 09:21:43+00:00,oioioi anda yg liat mampir yaa  nvtuberivtuberuprising vtuber,Positive
1950,2022-04-12 09:12:20+00:00,pcoming stream  nsemoga aim ku wangy ntanggal        april  ntim       gmt  nlink,Neutral
1951,2022-04-12 08:11:08+00:00,mau lihat taringnya kobo    nwanna sekobo s fang   n nhololivhololiveikobokerz kobokanaeru vtuber,Positive
1952,2022-04-12 08:03:35+00:00,mahjong soul amppagi     ga deh jangan wwww n ntonight at  pm gmt  nwaiting room,Neutral
1953,2022-04-12 07:55:37+00:00,belajar bahasa jepang  inggris  etbareng lina yuk  sekalian nemenin kalian nunggu buka puasa  nhappy watching  nw,Neutral
1954,2022-04-12 07:40:59+00:00,modkesel tingkat dewa on n nlink  wa in vtuberivtuber hoshikazo,Positive
1955,2022-04-12 07:29:08+00:00,jual akun reality  followers mantacelenreality realityindonesia reality                  vtuber vtuberi,Neutral
1956,2022-04-12 07:14:50+00:00,i try to draw kamito san  i know i fail                       nillustration illustrator art drawing vtuber,Neutral
1957,2022-04-12 06:44:21+00:00,vtuber vtuberi nsorini aegis akan temani kalian ngabuburit bareng sambil ngelakuin reaction stream  jangan lup,Positive
1958,2022-04-12 06:29:27+00:00,kalian nyadar ga  sekarang kalian bisa liatin saya sampkpori pori kulit on stream  vtuber vtubersclip,Positive
1959,2022-04-12 06:25:48+00:00,sekarang letto akan stream menggambar di bstation nih  gambar apa ya kira kira    n n   selasa       wi gm,Neutral
1960,2022-04-12 05:27:48+00:00,finally vio bentar lagi debut  njangan lupa dateng ya  nightowls  thankyou        n n,Positive
1961,2022-04-12 05:09:52+00:00,laporan jumlah tipkasus vtuber indonesia  period bulan  n nvtuberivtuberuprising  n,Positive
1962,2022-04-12 05:07:49+00:00,laporan jumlah tingkatan pada kasus vtuber indonesia  period bulan  n nvtuberivtuberuprising  n,Positive
1963,2022-04-12 05:06:06+00:00,sudah memasuki bulan april  saatnya mimin memberitaukan hasil laporan terkait jumlah kasus vtuber indonesia  lapor,Positive
1964,2022-04-12 03:51:35+00:00,yuhuuuu    hari ini di mengbukber theo ama mau menjalankan misi rahasia untuk mencari takjil terenak,Positive
1965,2022-04-12 02:46:37+00:00,perhatikan situs penggemar tidak resmi dari holo livvtuber murasaki shion n n vrstation,Positive
1966,2022-04-12 01:45:19+00:00,rejeki anak bang upi  n  n nvalorant vtuber clips,Positive
1967,2022-04-12 00:59:02+00:00,sudah  minggu audisi berjalan  nyuk segera daftar dan jangan sampai ketinggalan  n naudisi akan berakhir pada  apri,Positive
1968,2022-04-12 00:56:08+00:00,ohayon   nsemangat berpuasa bagi yg menjalankan anhava great day guys  n nmalam ini mion bakal main gamhorror  t,Neutral
1969,2022-04-12 00:22:25+00:00,goomorning  ni hopyou rdoing well   nas you can se nowa is on eedition  n nmaanowa belum bisa nentuin jadwa,Neutral
1970,2022-04-12 00:02:04+00:00,yacharoo miracl kayanya udah lama aja gak ada weekly schedul livstream apa nih yang kalian tunggu tunggu,Neutral
1971,2022-04-11 23:45:37+00:00,baru baru ini lagi nyariin vtuber buat kolaborasi bareng tapi hasilnya cuma   direject  nggak di respon  atau ngg,Neutral
1972,2022-04-11 23:32:13+00:00,selamat pagi  halo semua  namaku sreasta  vtuber baru dari vimeco production    avatarku sedang dalam proses dan aka,Positive
1973,2022-04-11 21:00:57+00:00,a bit oa longer thank you cuz i m really thankful for it  nmakasih banget semuanya yang udah dateng dan juga udah,Neutral
1974,2022-04-11 20:50:54+00:00,selamat pagi selamat berpuasa bagi yang menjalankannya  sekarang coco sedang main genshin impact  semoga bisa menem,Neutral
1975,2022-04-11 18:54:18+00:00,donathon   berkebun brutal  pisod  n vtuberivtuberindonesia,Positive
1976,2022-04-11 18:42:46+00:00,eng p bang bang u deain ap  twitch  n twitchaffilatvtuber envtuber vtuberuprising,Neutral
1977,2022-04-11 18:11:44+00:00,nemenin kalian yang sahur sambil ngmobillegends  nsolo rank bisa lah ya n nselasa   april  jam  win,Positive
1978,2022-04-11 17:36:46+00:00,otra n nsankyu semua  udah nemenin chat  udah nemenin main juga  dan sankyu udah donatjuga    n nkita jumpa lagi,Neutral
1979,2022-04-11 17:30:04+00:00,sakura fowit da sakura drip vtubersen vtuber,Neutral
1980,2022-04-11 17:20:05+00:00,otsuryuu thank you semuanyaa yang udh join kstream birthday countdown nya ryuu    jangan lupa besok dateng kstr,Neutral
1981,2022-04-11 17:04:52+00:00,vtuber   jururu  fanart  bonk action  nvtuber     a,Neutral
1982,2022-04-11 16:55:47+00:00,pentingnya jaga rumah tetap terkunci saat kalian pergi n nnew video releasncheck it out her,Positive
1983,2022-04-11 16:05:53+00:00,yah gada twitter ni orang wkwkwkwk n n coba coba beda stylwkwkwk n nillustration art digitalart vtuber fanart,Neutral
1984,2022-04-11 16:02:18+00:00,malam  hers my stream schedulthis week  n nmion bakal main gamhorror besok    wish mluck n nkamis kita main gart,Neutral
1985,2022-04-11 15:41:30+00:00,selamat malam selamat beristirahat  sekarang coco sedang main thouter worlds  semoga bisa menemani waktu tidur ka,Neutral
1986,2022-04-11 15:28:39+00:00,teaser lmodel   gamoverlay     n nfeat arknights n nakhirnya ngerti juga cara setting overlaynya  entah kenapa gra,Neutral
1987,2022-04-11 14:51:40+00:00,badges terminadas para uwu  n nvtuber vtubercommissions comissions,Neutral
1988,2022-04-11 14:50:39+00:00,biar keliatan pernah bermimpi menjadi pituber nvtuber,Positive
1989,2022-04-11 14:42:37+00:00,bumi tidak sedang menangis menitiskan air mata  tetapi bumi sedang bersenandung melantunkan alunan syukur   kesedi,Positive
1990,2022-04-11 14:21:52+00:00,wrgoing to stream in  mins  nwaktunya ngdota lagi sampai sahur  nayo dateng yaa     o  eo    n n  ota  et m,Neutral
1991,2022-04-11 13:54:49+00:00,announcement n nkuat enggak ya  semoga kuat lah ya     n n    eapelegends n   a vtuber,Neutral
1992,2022-04-11 13:15:33+00:00,anget         ssalamualaikum    gambaru nih     baru dimaninin      nvtuberindo   gamer,Neutral
1993,2022-04-11 13:04:32+00:00,stream rui sudah dimulai  rui akan mencoba menggambar sesuatu nih  apa ya      n n   sabtu  senin       wi,Neutral
1994,2022-04-11 12:36:07+00:00,kalo bangun yakkk        nkalo ga bangunn ga stream gaesss       n n  sahur   xmencari rezeki dipagi hari n n    april,Neutral
1995,2022-04-11 12:22:08+00:00,ikutan deh vtuber vs irl,Positive
1996,2022-04-11 11:42:07+00:00,anak baruu wuhuuu                 nseperti apa kah dia lsung aj di cek k    n n lupa di follow ay nya awas,Positive
1997,2022-04-11 11:41:53+00:00,gombalan lagi permirsaa vtuberivtuberivtuberclip twitch twitchgirls twitchclips,Positive
1998,2022-04-11 11:12:16+00:00,jadi gini ges nini dia  stream schedulminggu ini ya  hehlupa aplo nkeknya kudu tiap minggu deh bikin ginian bia,Positive
1999,2022-04-11 10:35:04+00:00,debut invitation  minggu   april     njika ada pertanyaan bisa isi di googldo akan dibaca saat debut,Neutral
2000,2022-04-11 10:31:48+00:00,tengoku livtalent audition is officially open    naudisi talent tengoku livresmi dibuka    n nyou can apply by op,Neutral
2001,2022-04-11 10:31:19+00:00,debut invitation  minggu   april     njika ada pertanyaan bisa isi di googldo akan dibaca saat debut,Neutral
2002,2022-04-11 10:00:59+00:00,announcement n nakhirnya bisa uploalagi guys wkwk  nih dn revo udah updatdual jadcara dapetin bahan bahannya,Neutral
2003,2022-04-11 09:54:46+00:00,schedulbuat minggu ini  njangan lupa mampir ya  waiting room bakal diupdatsiang pagi atau di hari streamnya  n nja,Neutral
2004,2022-04-11 09:50:57+00:00,kwbanwa w   nmalam ini yuki bersama cibaduyut team racing akan ber,Neutral
2005,2022-04-11 09:45:08+00:00,yharudraw  nhappy  years anniversary              nterima kasih sudh menemaniku dengan suara gansmu samps,Neutral
2006,2022-04-11 09:40:33+00:00,kembali kmasa lalu dan bermain burung n nlink  wa in wan liv,Neutral
2007,2022-04-11 09:40:31+00:00,ngomongin kuliner puasa dan lebaran yuk   n nrhea s garden n     wi gmt  n,Neutral
2008,2022-04-11 09:36:49+00:00,jadwal minggu ini    karena rhea lumayan sibuk minggu ini  jadwal bisa berubah sewaktu waktu ya   terima kasih bany,Neutral
2009,2022-04-11 09:12:50+00:00,kita hanya bisa merencanakan dan allah yang menentukan jadi mudah mudahan sesuai rencana ya   vtuberindo,Positive
2010,2022-04-11 09:05:22+00:00,salam kenal aku niniy nvtuber vtuberivtubers,Positive
2011,2022-04-11 09:04:19+00:00,kalo ada vtuber politik asik kali ya  vtuber,Positive
2012,2022-04-11 08:56:55+00:00,kapan dapat crownnya    ayolah udah berapa kali ini main tak dapat n nsenin   april  jam  win,Positive
2013,2022-04-11 08:53:03+00:00,weekly schedulbuat   apr  ya redoers   nredshow is back  lets go mari yg kangen gw ngpodcast  minggu ini,Neutral
2014,2022-04-11 08:51:47+00:00,sing along with acin   nmari kita bernyanyi bersama acin di bstation  n n   senin  april       wi gmt   n,Neutral
2015,2022-04-11 08:49:26+00:00,ngabuburit  n vtuber idvtuber vtuberuprising genshin,Positive
2016,2022-04-11 08:44:27+00:00,nanti malam kita belajar bahasa jepang lagi kuyy   n nwaiting room  vtuberiduolingo japan,Neutral
2017,2022-04-11 08:27:33+00:00,hey dhampriends         n n i nberikut adalah jadwal kontennya dhampirdi minggu ini  dari tanggal     april,Neutral
2018,2022-04-11 07:58:21+00:00,bubar kelen  wkwkwk canda ges nhari ini mo main  hesteg  gamgampang lagi nih guys  yg mo mabar boleh yang mo nemen,Positive
2019,2022-04-11 07:52:14+00:00,vtuber vtuberi nsorini aegis akan temani kalian ngabuburit sambil reaksi kbeberapa memvtuber kompilasi yan,Neutral
2020,2022-04-11 07:52:06+00:00,listen to vtuber s simp by ypunk   harith on soundcloun yg gw persembahkan buat vt,Neutral
2021,2022-04-11 07:07:33+00:00,vtuberivtuber  nit s been awhilsincthlast timi checkeon twitter lmao  sudah lama aegis ga cek twitter,Neutral
2022,2022-04-11 06:53:40+00:00,sho minta dipungut www gt  lt  nshoillust rubah kitsunart digitalart draw fanart myart vtuber ibispaint,Positive
2023,2022-04-11 06:43:41+00:00,schedulcommission showcas nvtuber   channel  order   dm saj,Neutral
2024,2022-04-11 06:40:28+00:00,emm nhallo para vtuber ada yang langganan ogampass p kao ada mau ngajakin collahuman fall flat sama beast,Positive
2025,2022-04-11 06:08:59+00:00,let s just sing until our voicis no mor nhalo semua hari ini daito mau ngelakuin jam stream  penasaran keseruann,Positive
2026,2022-04-11 05:41:34+00:00,hayo mau kemana katanya mau main bentar sama aku      n nhiraart  vtuber vtubers fanart art,Positive
2027,2022-04-11 05:00:01+00:00,new talent rmemories generasi k akan segera hadir untuk membuat memori bersama  n n,Positive
2028,2022-04-11 04:59:25+00:00,baru pulang dari sekolah   gk tau knp lemas parah t t n njust got homfrom school  i don t know why i m so weak t t nvtuber myvt vtubersen,Neutral
2029,2022-04-11 04:56:02+00:00,sneak peak kinda      n nvtuber envtuber vtuberen phvtuber vtuberph vtuberuprising,Neutral
