Date,Content,prediction
2022-07-12 09:44:10+00:00, bantu up aku di blokir sama si kuda kita permalukan ini bocil wkwk ,0
2022-07-12 09:43:50+00:00, bantu up aku di blokir sama si kuda kita permalukan ini bocil wkwk ,0
2022-07-12 09:43:31+00:00, bantu up aku di blokir sama si kuda kita permalukan ini bocil wkwk ,0
2022-07-12 09:43:10+00:00, bantu up aku di blokir sama si kuda kita permalukan ini bocil wkwk ,0
2022-07-12 09:43:04+00:00, diem itu hiburan lawak sekali anda ,0
2022-07-12 09:40:43+00:00, ancrit ternyata bocil haters pengen caper niat amat ngetik panjang v ,2
2022-07-12 09:40:39+00:00, oalah haters ternyata pantesan yang sabar ya mbak mas dukung oshi mu aja ya semua ada rez ,0
2022-07-12 09:36:14+00:00, awas ada sovaaa prikitiww ,1
2022-07-12 09:35:31+00:00, bhahahaha makanya nonton dari awal jadi tau alsanyanya kobo diam kenapa btw kobo diam ja ,0
2022-07-12 09:35:16+00:00, dah di ss sebelum kamu apus tweetnya buat bukti dasar kuda ,0
2022-07-12 09:34:41+00:00, alah ngaku aja kamu dasar kuda ini apa ,0
2022-07-12 09:33:50+00:00, kita lu kali ,1
2022-07-12 09:31:02+00:00, apasih anjir kamu nonton stream nya gak dia diem soalnya gak mau berisik karena ada tuka ,0
2022-07-12 09:26:22+00:00, lah dia kan diem krn kesel sama gamenya malah justru diem krn kesel itulah yg jdi hiburan ,0
2022-07-12 09:26:21+00:00, semangat bo aku nontonnya aja tadi ikut pusing ,0
2022-07-12 09:23:36+00:00, seperti biasa rage end stream ya gaes wkwkwkk jam lawan naga masih blm kelar mental aman kan kobo ,2
2022-07-12 09:21:58+00:00, kebetulan yang ini kobokan kentut kak dulu hobinya kentut ,0
2022-07-12 09:21:26+00:00, mengedan langsung end stream me like ,1
2022-07-12 09:20:21+00:00, paling tau banget si abang satu ini dah ,0
2022-07-12 09:20:21+00:00, kacian kena mental ,2
2022-07-12 09:11:13+00:00, kalo gitu terus menerus percayalah viewers mu bakal berkurang ,2
2022-07-12 09:08:08+00:00, bo aku sering ngeliat livestream kamu ntapi kyknya km trlalu fokus kegame sampe bnyk diem nyajadi pembel ,0
2022-07-12 08:59:57+00:00, saya tidak peduli akan hal tersebut ,0
2022-07-12 08:56:12+00:00, janji gk end stream ,1
2022-07-12 08:56:06+00:00, belum closing udah stop streaming ,2
2022-07-12 08:54:25+00:00, wkwkw muka nya ,2
2022-07-12 08:52:28+00:00, ending yang mebagongkan ,0
2022-07-12 08:52:15+00:00,awowkwowkwowk janji ga toksik kobobrok ,0
2022-07-12 08:52:07+00:00, emang kita kawan ,1
2022-07-12 08:50:37+00:00, jangan ngamuk ngamuk booo ,0
2022-07-12 08:50:23+00:00,selamat siang onaeru ,2
2022-07-12 08:49:22+00:00, gws kobokan semoga mentalmu aman ,2
2022-07-12 08:49:12+00:00, jadi kucing ,0
2022-07-12 08:46:41+00:00, yah kena mental wwwww ,2
2022-07-12 08:46:21+00:00, kena mental gan kok rage quit ,0
2022-07-12 08:45:43+00:00, akwokwwk anime kena mental breakdance ,2
2022-07-12 08:20:29+00:00, mungkin sedang kosplay petrik ,1
2022-07-12 08:16:24+00:00,sabar sayang yuk ganti game aja ,1
2022-07-12 07:51:39+00:00,siang ini menyaksikan kobokan aer kena mental main cuphead ,1
2022-07-12 07:39:22+00:00,kamu imut sekali onaeru,0
2022-07-12 07:38:32+00:00, janji ga mukul meja ,0
2022-07-12 07:28:35+00:00,janji gak gila ,0
2022-07-12 07:28:11+00:00, bo badanku lagi gak enak aku nntn clip kamu aja ya ,0
2022-07-12 07:07:03+00:00, jujur waktu dengerin suaranya kobo pertama kali aku kebayang kamu yor wkw ,0
2022-07-12 07:05:35+00:00, wih selama serebu shock breaker ,2
2022-07-12 07:00:08+00:00, kek bisa sabar aja lu bo ,0
2022-07-12 06:57:27+00:00, sedang tidak sabar melihat bocil anime ngamuk ,1
2022-07-12 06:54:30+00:00, janji gak emosi main ini ,1
2022-07-12 06:54:06+00:00, bunyi sock dartnya prikitiww ,2
2022-07-12 06:53:14+00:00, motivasi kobo menjadi anime adalah mengejar aoyama dan tadase ,2
2022-07-12 06:52:43+00:00,gerakan dukung kobokanaeru masuk podcast om deddy naeruseni kobobrok holoid klarifikasi botak ,2
2022-07-12 06:51:35+00:00, minimal bikin skejul bo ,0
2022-07-12 06:51:25+00:00, awass ada shovaaaa prikitiwww ,1
2022-07-12 06:51:09+00:00, kobo bila hp nya tinggal be like ,2
2022-07-12 06:48:21+00:00, uji mekanik ,2
2022-07-12 06:47:10+00:00, skejulnya dong kk ,2
2022-07-12 06:46:36+00:00, siang siang gini emang paling mancap denger anime teriak teriak ,2
2022-07-12 06:46:08+00:00, yg ada gamenya yang sbar dimainin kmu ,0
2022-07-12 06:46:01+00:00, okeh ,2
2022-07-12 06:44:44+00:00,janji gk kena mental ,2
2022-07-12 06:42:20+00:00, viewer kobo pas lihat kobo emosi main cuphead ,1
2022-07-12 06:41:45+00:00, semoga saja mental nya masih bertahan wahai my lort ,2
2022-07-12 06:41:25+00:00, janji g ky cacing kepanasan ,2
2022-07-12 06:40:46+00:00, jauh jauh sova ternya sova lokal udah ada wkwkwk ,0
2022-07-12 06:40:45+00:00, janji gak kena mental ,0
2022-07-12 06:40:31+00:00, apakah kita akan membuka kosa kata baru lagi ,1
2022-07-12 06:40:27+00:00, wah siang ,2
2022-07-12 06:40:14+00:00, luahkan segala pratpritnya bo ,0
2022-07-12 06:40:11+00:00, reine sama kobo sama tapa sebelum koleb lg ,0
2022-07-12 06:40:08+00:00, janji mental aman nwiii ,2
2022-07-12 06:39:25+00:00, janji gak kuku patah lagi ya neng janji gk mengejutkan warga bumi dengan hentakan darimu ,0
2022-07-12 06:38:58+00:00, cari mouse cadangan dulu bo takutnya mouse yang ada gk kuat ,0
2022-07-12 06:38:54+00:00, kuatkan fisik dan mental mu table kun ,1
2022-07-12 06:38:41+00:00, janji g marahwnoh ia skejulnya man yak ,2
2022-07-12 06:38:38+00:00, kebelet berak ,2
2022-07-12 06:38:34+00:00, gws mental ,2
2022-07-12 06:37:38+00:00, mana skejul dek ,0
2022-07-12 06:37:38+00:00,wkwkwjshshshs seru nih aku nonton ajalah ,0
2022-07-12 06:37:33+00:00, aku bisa menerawang apa yang akan terjadi ,0
2022-07-12 06:36:47+00:00, kesabaran nahan berak ,2
2022-07-12 06:36:42+00:00,yooo has kobo seen bbno tiktok yet kobokanaeru ,0
2022-07-12 06:36:34+00:00, skejulnya mana ,0
2022-07-12 06:36:20+00:00, mendadak mulu sih untung lagi cuti ,0
2022-07-12 06:36:19+00:00, dari thumbnail sudah jelas ekspresi kobo nanti ,1
2022-07-12 06:35:30+00:00, tidak ada anime yang aman ,0
2022-07-12 06:35:29+00:00, beneran janji gak nih yo gas kalau gitu ,0
2022-07-12 06:35:14+00:00, nanti jajan boba ya patpat ,0
2022-07-12 06:35:14+00:00, prat prot janji ga mukul meja ,0
2022-07-12 06:35:12+00:00, gk dlu mint ,2
2022-07-12 06:35:07+00:00, skejul mana bo keburu senin lgi nanti ,0
2022-07-12 06:35:06+00:00, emosi bayar ribu ,2
2022-07-12 06:35:01+00:00, janji ga gila ,0
2022-07-12 06:34:58+00:00, menunggu prikitiew ,2
2022-07-12 06:34:55+00:00, semoga kobo sabar karena aku yg sabar disayang kobo ,0
2022-07-12 06:34:53+00:00, gk ada skejul dadakan lagi mm haaaaaah ,1
2022-07-12 06:34:49+00:00, bo aku lagi uas terpaksa liat replay aj deh ,0
2022-07-12 06:34:48+00:00, janji ga patahin kuku ,0
2022-07-12 06:34:46+00:00, adain counter geprak meja bo ,0
2022-07-12 06:34:43+00:00, panas panas maen gim kepanasan ,2
2022-07-12 06:34:41+00:00, sepertinya akan banyak kata kata mutiara keluar bo wkwkwkwwk ,0
2022-07-12 06:34:32+00:00,hahaha ini dia yang ditunggu ,0
2022-07-12 06:34:25+00:00, awas mouse rusak lagi ,0
2022-07-12 06:34:20+00:00, bo coba perhatiin lagi ,0
2022-07-12 06:34:19+00:00, jangan tongsis bo aku nonton sama mamahku ,0
2022-07-12 06:34:06+00:00, katanya update skejul bo ,0
2022-07-12 06:34:02+00:00, mantap my princess ditunggu full skejulnya ya ,0
2022-07-12 06:34:01+00:00, janji gak biji ,0
2022-07-12 06:33:57+00:00, janji ga kena mental ,0
2022-07-12 06:33:57+00:00, skejul mana bo ,0
2022-07-12 06:33:38+00:00,uji kesabaran di siang hari prat nstarts at pm wib gmt ,1
2022-07-12 06:33:05+00:00, kobo lagi kebelet berak ,0
2022-07-12 06:26:36+00:00, anime nahan berakk ,2
2022-07-12 06:19:14+00:00, kobo jadi husbu cui ,0
2022-07-12 06:06:38+00:00, reflek jadi tetangga ,0
2022-07-12 06:03:12+00:00,gila lu lu keren banget sih bo ,0
2022-07-12 05:41:09+00:00, skejul mana bo masa dah m masih malas buat skejulnkobomanaskejul ,0
2022-07-12 05:24:39+00:00, kobooo aku ngidam skejul ,0
2022-07-12 05:20:51+00:00,makan siang bersama ayank ehek kobobrok ,2
2022-07-12 05:09:35+00:00,beliau ini kocak sekali y kawan ,0
2022-07-12 05:09:20+00:00, dihbdin sama anime ,0
2022-07-12 04:48:40+00:00,congrats for m subs fastest among all indonesia vtuber even sea nbtw om gamau undang kob ,1
2022-07-12 04:26:21+00:00, di tunggu nasi kotaknya ,0
2022-07-12 03:58:40+00:00, siap kmu kasar ,2
2022-07-12 03:54:54+00:00, woi santai dong syukuri bukan ngeluh baee ni anak ,2
2022-07-12 03:42:59+00:00, lucu banget ,2
2022-07-12 03:41:44+00:00, ini bo buktinya kalo arubey yang mulai claim di stream nya maaf ya arubey aku cepuin ,0
2022-07-12 03:34:51+00:00, bang bang bang aku mau skejul aku mau skejul ,0
2022-07-12 03:31:53+00:00,afakah sekarang kita sedang memasuki arc baru dari perjalanan cerita anime kobo kanaeru nkobokanaeru ,1
2022-07-12 03:18:22+00:00, aku pikir minjem hahahahah ,0
2022-07-12 03:05:23+00:00, update buat hari ini sekalian inces ,1
2022-07-12 03:01:42+00:00, hari di scam anime ,1
2022-07-12 03:00:31+00:00, kelas sir ,2
2022-07-12 02:37:18+00:00, gabisa liat barang orang ga kepake ,0
2022-07-12 02:29:27+00:00,mamamu pasti bangga kobokanaeru ,2
2022-07-12 02:16:13+00:00, ngitung duit sambil dapet duit juga yee kan cil ,2
2022-07-12 02:10:10+00:00, kobo kapqn main wild rift nya ,2
2022-07-12 02:09:12+00:00,selamat jt subs nya kobo nih kuda tapi gepeng nkobokanaeruaeruseni ,2
2022-07-12 01:45:49+00:00, bergetar hati lort ini mah ,2
2022-07-12 01:29:00+00:00,kobo ditukang looting awokawokawok ,0
2022-07-12 01:20:06+00:00, bayangin subscriber lu kompak sama sama unsub ,0
2022-07-12 01:17:31+00:00, tiati ,2
2022-07-12 01:05:05+00:00, bo timmy jadi jahat nih gegara dilupain ,0
2022-07-12 00:55:51+00:00, pemalak ,2
2022-07-12 00:39:04+00:00,kerjaan kemarin langsung satsetsatset selesai gara pagi nya diucapin sama princess nfull senyu ,2
2022-07-12 00:34:22+00:00, gak jelas lu cwek anime ,0
2022-07-12 00:25:37+00:00,susah dah susah ,0
2022-07-12 00:24:59+00:00,dipalak beneran dong bocil kematian tolong istighfar ,2
2022-07-12 00:04:28+00:00, perayaan nya ganti baju bo jgn itu itu aja bau ,0
2022-07-12 00:02:22+00:00,pantesan tiap denger kobo kayak familier tapi lupa siapa ternyata suaranya mirip i can be wrong s ,0
2022-07-12 00:01:53+00:00,tumpengan kongrets kobokan ,2
2022-07-12 00:00:07+00:00,mulai ngelooting ,2
2022-07-11 23:53:32+00:00, bukan diundang ke podcastnya malah diundang ke somasi kamu nanti kalo nyinggung dia ,0
2022-07-11 23:39:27+00:00, senpainya jangan kalah ,0
2022-07-11 23:33:29+00:00, gimana dengan adu otak ,0
2022-07-11 23:33:06+00:00, kukira yang kecil itu otaklu kah ,0
2022-07-11 23:16:58+00:00, yaampun yaudh kukasih ini bang kei karya orang myanmar nich ,0
2022-07-11 23:14:03+00:00, wihh selamat kobo ,2
2022-07-11 23:11:09+00:00, lumayan makan makan ,2
2022-07-11 23:09:52+00:00, terlalu berlebih lebihan ototnya keknya bukan si pack lagi tuh ten pack kali emote dewa ,0
2022-07-11 23:04:38+00:00, apaan yaaa jutaa lahh bo gimna sihh anime ini nbtw selamt yaa bo ,0
2022-07-11 22:44:02+00:00, kemaleman molor aku wkwkwk ,0
2022-07-11 22:17:40+00:00, gw nyangka lort udh m aja gelar syukuran kapan lort ,2
2022-07-11 22:15:05+00:00, kobooooo ,2
2022-07-11 22:13:32+00:00, ditunggu skejul nya ya ,2
2022-07-11 21:44:12+00:00, percuma juta subs tapi tangan ga bisa di gerakin ,0
2022-07-11 21:24:20+00:00,buff ketemu anime ,2
2022-07-11 20:57:18+00:00, beliau ini sangat lmao pisan ,0
2022-07-11 20:55:01+00:00, apa kah cobo adalah yago katena tanda yang ada ,0
2022-07-11 20:53:13+00:00, di tagih traktiran ilang kobo nya ,0
2022-07-11 20:07:14+00:00, bo lo suka seblak gk ,0
2022-07-11 19:59:05+00:00, sayang jangan lupa eeq abis makan tai chan ,0
2022-07-11 19:55:16+00:00, where is gura s dakimakura ,2
2022-07-11 19:44:29+00:00,merch alarm lort aku gamau telat menganggur ,2
2022-07-11 19:42:57+00:00, keren banget kamu ,0
2022-07-11 19:40:14+00:00,anjay dapet kuda nih wkwkwkwwk ,2
2022-07-11 18:44:04+00:00, sorry kobo aku turu jadi gk bisa nonton ,0
2022-07-11 18:43:30+00:00, stream di wc kan ,0
2022-07-11 18:42:40+00:00, selamat om kobo v ,2
2022-07-11 18:41:54+00:00, kobo watashi boleh pake nama belakang kobo ga ,0
2022-07-11 18:31:47+00:00,mampus ,2
2022-07-11 18:22:51+00:00,dedek kobo jt subs masa ngga di selamatin nkobokanaeru kobokerz ,0
2022-07-11 18:21:34+00:00, aka supa tidak ternotis tapi gapapalah endingnya bahagia akwkkakwa ,0
2022-07-11 18:19:43+00:00, aowkwk ritim full senyum ,2
2022-07-11 18:15:50+00:00, kobo kamu keknya nggk boleh streaming deh ,0
2022-07-11 18:10:43+00:00, kobo bakal lanjutin dreadout gak ,1
2022-07-11 18:00:55+00:00,mataram tetep is red ya bo kamu aj biru ,0
2022-07-11 17:52:29+00:00, maksudnya de ade dek bnyak variable ,2
2022-07-11 17:36:08+00:00,kayak happy aja gitu capek kerja terus malemnya nonton ,0
2022-07-11 17:22:55+00:00, wkwkwkwkw ,2
2022-07-11 17:21:02+00:00,wow gg kobo ,0
2022-07-11 17:20:42+00:00, cebo kun masa depan nyang sekarang masih tinggian olivia ,1
2022-07-11 17:18:27+00:00, what gak kobo aja yang kesana ,0
2022-07-11 17:18:17+00:00, ok shaaap pokok ada kisi kisi sekejul ,1
2022-07-11 17:14:50+00:00, anjir baru balik gw bo ,0
2022-07-11 17:05:46+00:00, sangat sangat brutal sekali dua anime ini ,0
2022-07-11 17:00:54+00:00, mantapp bawang gepeng ikut ngucapin ,2
2022-07-11 16:51:59+00:00, gara gara anying kobo ,0
2022-07-11 16:51:44+00:00, yopi kok nagih traktir mulu tapi gapernah reply congrats ke kobo ,2
2022-07-11 16:39:21+00:00, congrat kobo sekarang kita syukuran dengan daging qurban ,1
2022-07-11 16:38:07+00:00, mending turu ,2
2022-07-11 16:38:03+00:00, tumpengan ,2
2022-07-11 16:36:12+00:00, dua anime ini sangatlah emejing ,0
2022-07-11 16:31:57+00:00, congrats bang kobokers semoga makin soksezzzz lordz ,2
2022-07-11 16:31:43+00:00, tidak sopan sekali yah bocah satu ini ,0
2022-07-11 16:22:48+00:00,gemes bgt sih lu lort pgn gw jitak ,2
2022-07-11 16:15:00+00:00,hasil dari tura turu tura turu selama seminggu n,0
2022-07-11 16:06:40+00:00, sejuta doang kaga perifed ,2
2022-07-11 15:51:30+00:00, princes lapor ini temen gw cebokerz enaknya diapain yaakk nkobokanaeru nkobokerz ,0
2022-07-11 15:51:27+00:00,kobobrok semdih melihat ini ,0
2022-07-11 15:50:56+00:00,congratsss pituber besar princess lort cebol kanaeru udah jt ,2
2022-07-11 15:47:34+00:00, nonton hari dengan keimutannya nonton hari dengan ketawanya non ,1
2022-07-11 15:46:07+00:00, error menghadehh ,2
2022-07-11 15:45:40+00:00, kobo pasti kamu lupa top ap token listrik yh ,0
2022-07-11 15:45:35+00:00, begitu loh kok ,0
2022-07-11 15:37:48+00:00, kobro sama olivia ,0
2022-07-11 15:36:57+00:00, kang nyolong nih ye ,2
2022-07-11 15:33:08+00:00, woi kobo saran nick yg ada unsur lo nya dong ,0
2022-07-11 15:33:02+00:00, gj banget animeh satu ini ,0
2022-07-11 15:31:36+00:00,selamat buat gold play button subscriber nya kobobrok ,2
2022-07-11 15:30:47+00:00, kobo sayang aku udh ngantuk bgt nih jam segini tumben maap ga bisa nonton live ya kali ini tp nanti ,0
2022-07-11 15:30:39+00:00, sejuta doank ga ad skejul ,0
2022-07-11 15:30:14+00:00, iyah ,2
2022-07-11 15:29:39+00:00, widij ,2
2022-07-11 15:23:54+00:00, bang bang sekejul bang aku mau sekejul ,0
2022-07-11 15:23:50+00:00, waaaah congrats kobooo ,2
2022-07-11 15:23:10+00:00, gw g peduli bo sekejul lu mana woe skejul ,0
2022-07-11 15:23:07+00:00, wah karakter baru di boboiboy nkoboiboy ,1
2022-07-11 15:22:54+00:00, bo bo skejul bo aku mau skejul aku mau skejul ,0
2022-07-11 15:22:51+00:00,hiburan malam ,1
2022-07-11 15:22:50+00:00, ohh kirain bakal live jam an ,1
2022-07-11 15:21:42+00:00, bang skejul bang aku mau skejul aku mau skejul ,0
2022-07-11 15:21:36+00:00, princess piano keyboard nya sampai berdebu tuh ga pernah di mainin ,0
2022-07-11 15:21:18+00:00, yg ibunya di chat tetangga wkwwk ,0
2022-07-11 15:21:16+00:00, kita absen dulu ada bocil replay ,0
2022-07-11 15:19:54+00:00, some sweet senpai kohai time ,2
2022-07-11 15:19:47+00:00, okelah kalo begitu ,0
2022-07-11 15:19:13+00:00, skejul nya bo biar gak telat awokawok ,0
2022-07-11 15:18:40+00:00, bo aku butuh skejul ,0
2022-07-11 15:18:27+00:00, judulnya ,2
2022-07-11 15:17:57+00:00, jangan lupa skejull ,0
2022-07-11 15:17:20+00:00, judulnya shombong amat ,2
2022-07-11 15:16:34+00:00, kecil banget kuku nya ,2
2022-07-11 15:16:21+00:00, turu aku ntar di tengah stream ,1
2022-07-11 15:16:18+00:00, thanks hari nunggu stream nya kobo ,1
2022-07-11 15:15:59+00:00, kono mulai menikmati stream malam ,1
2022-07-11 15:15:27+00:00, malem sekali ya my beloved princess yuk bisa yuk abis itu lanjut valo ampe pagi ,2
2022-07-11 15:15:22+00:00, walaupun malem gk pp sumpah ,2
2022-07-11 15:15:03+00:00, baca donate nya sambil nyanyi ,2
2022-07-11 15:14:50+00:00, nah gitu dong gak mepet bikin tweet sama roomnya naise naise ,0
2022-07-11 15:14:48+00:00, klo ngasih tau stream suka ngagetin ,1
2022-07-11 15:14:33+00:00, kemalaman lort saya terpaksa jadi bocil replay ,2
2022-07-11 15:14:06+00:00, skejul mana skejul ,0
2022-07-11 15:14:04+00:00, tumben bo belakangan ini stream malem teruuss ,0
2022-07-11 15:13:53+00:00, malemnya princess ini ternyata beneran malem banget ges ,0
2022-07-11 15:10:02+00:00, anime yang satu ini tidak ramah bintang ,0
2022-07-11 15:08:33+00:00, mulai jam brp princess ,1
2022-07-11 15:06:57+00:00, skejul bo nspesial m pake tulisan tangan ,0
2022-07-11 15:06:37+00:00, anjirrr bo lu terkenal bgt ,0
2022-07-11 15:06:12+00:00, jangan bilang jam malem ,1
2022-07-11 15:05:23+00:00, bo stream jam berapa besok aing sekolah smp sore nih ,1
2022-07-11 15:04:52+00:00,saat vtuber juta dalam keadaan gabut ,1
2022-07-11 14:58:16+00:00, wih naek gaji nih kek nya ,2
2022-07-11 14:55:56+00:00, woahhh selamat koboooo ,2
2022-07-11 14:54:49+00:00, kapan lort apakah scam ,2
2022-07-11 14:52:09+00:00, kalo mau pake meme orang kasih kredit bro jangan asal save ba ,0
2022-07-11 14:51:12+00:00, jadwal doang live kagak ,2
2022-07-11 14:50:22+00:00, jam berapa bok ,1
2022-07-11 14:44:50+00:00, kobo ayo colep ,0
2022-07-11 14:44:33+00:00, jam brpa bos wkwkw ,1
2022-07-11 14:38:53+00:00, kudanya mana bo ,0
2022-07-11 14:37:10+00:00, soalnya kalau udah menyangkut perilaku dan keprib ,2
2022-07-11 14:36:11+00:00, klo tindakan merepostnya masih bisa saya maafkan ,0
2022-07-11 14:31:40+00:00, hari duit dipinjem ,1
2022-07-11 14:23:16+00:00, kapan bo ,0
2022-07-11 14:22:49+00:00, akwoakwoak ,2
2022-07-11 14:21:17+00:00, jgn pura ga inget hari ya kobo kami disini butuh skejul chan ,0
2022-07-11 14:20:23+00:00, bo skejulnya mana ,0
2022-07-11 14:19:40+00:00, loh koq ngatur boo ,2
2022-07-11 14:17:49+00:00, iyaaa habisin donation reading nya biar ga numpuk ,0
2022-07-11 14:16:50+00:00, jangan bilang jam ,1
2022-07-11 14:13:06+00:00, skejul bo ,0
2022-07-11 14:12:05+00:00, gajadi kah yang mulia yudh aku yo mo turu ripley aj klopun ada ,0
2022-07-11 14:11:55+00:00, ngaku aje udh awokwkwk ,2
2022-07-11 14:09:04+00:00, streaming rn don t miss it wkwkwkkwaeruseni kobokanaeru ,2
2022-07-11 14:08:48+00:00, mana bo kok tidak kunjung datang donation reading nya ,0
2022-07-11 14:07:45+00:00, janji gk maen valo ntar malem ,2
2022-07-11 14:05:55+00:00, jam berapa nih ,1
2022-07-11 14:05:07+00:00, ada apa dengan beliau ini sopan sekali ,0
2022-07-11 14:04:20+00:00, jam brp kob ,1
2022-07-11 14:03:01+00:00, oke jam berapa dulu nih gas dah jam lho ,2
2022-07-11 13:59:39+00:00, skejulnya mana lort ,0
2022-07-11 13:58:43+00:00, boro boro belum nyiapin apa apa ,0
2022-07-11 13:56:54+00:00, perasaan bukan ini deh wkwkwk ,0
2022-07-11 13:56:38+00:00, g jadi batu lagi kh ,0
2022-07-11 13:54:32+00:00, yah silakan aja dia melanjutkan ,0
2022-07-11 13:54:20+00:00, akhirnya kobo bisa mendownload ape ,0
2022-07-11 13:53:37+00:00, jam berapa oi ,1
2022-07-11 13:50:54+00:00, ngomong doang waiting room kaga ada ,1
2022-07-11 13:50:17+00:00, mana hand rivil nya bo kan udh m tuh ,0
2022-07-11 13:48:43+00:00, buat single baru lah udh jt sub kobo ,1
2022-07-11 13:48:27+00:00, skejul mana bo ,0
2022-07-11 13:47:59+00:00, saya paham maksud anda dan saya sangat menghormat ,0
2022-07-11 13:47:21+00:00, serah lu dah bo orang animenya elu ,0
2022-07-11 13:47:18+00:00,oh jd ini vituber m ,0
2022-07-11 13:46:19+00:00,kobo q hololiveid vtuber cyoutuber aeruseni kobokanaeru kobokerz rainshaman ,1
2022-07-11 13:43:40+00:00, palak bapack sampe di ksih kuda ,0
2022-07-11 13:42:15+00:00, celebrationnya mana lort ,0
2022-07-11 13:42:04+00:00, yg penting ada strim kawan ,0
2022-07-11 13:41:38+00:00, serah pren ,2
2022-07-11 13:39:51+00:00,congratulations untuk kobo kanaeru karna sudah meraih juta subscriber vtuber hololiveid ,1
2022-07-11 13:39:33+00:00, skejul pls ,2
2022-07-11 13:39:23+00:00, jam berapa lort ,2
2022-07-11 13:38:27+00:00, kanaeru mode lah yakali kaga ,2
2022-07-11 13:37:57+00:00, masih menunggu celebration m ,0
2022-07-11 13:35:38+00:00, namanya mencuri ttp aja mencuri w ,0
2022-07-11 13:35:27+00:00, allahuakbar ,2
2022-07-11 13:32:59+00:00, ngikut princess aja jam berapa ,1
2022-07-11 13:32:24+00:00, kok gak selebrasi lort ,0
2022-07-11 13:31:51+00:00, mending buat skejul dulu bo ,0
2022-07-11 13:31:25+00:00, apakah besok age of empire ,2
2022-07-11 13:31:21+00:00, afakah nanti akan ada hadiah skejul ,1
2022-07-11 13:31:11+00:00, ngakak ,2
2022-07-11 13:31:08+00:00, bangunin klo kobo udah share skejul ,2
2022-07-11 13:30:32+00:00, kok ada donasi bo lagi kena musibah kah ,0
2022-07-11 13:30:03+00:00, syap ,2
2022-07-11 13:29:28+00:00, nunggu dapat camera bagus ,2
2022-07-11 13:29:04+00:00, habis itu valbrut juga bole ,0
2022-07-11 13:27:58+00:00, bebas terserah vtuber sss ,1
2022-07-11 13:27:27+00:00, skejul bo ,0
2022-07-11 13:26:43+00:00, karaoke pake ukulele kpan ,2
2022-07-11 13:26:39+00:00, perayaan m booo ,2
2022-07-11 13:26:05+00:00, skejul oi skejul ny manaaaaaaa ,2
2022-07-11 13:25:46+00:00, nanti pun masih nunggu kuda ,0
2022-07-11 13:25:26+00:00, ga knal cba kamu yg nanya ,0
2022-07-11 13:24:54+00:00, siap bo ,0
2022-07-11 13:24:49+00:00, congratulations kobokk ,2
2022-07-11 13:24:46+00:00, mending skejul bo ,0
2022-07-11 13:24:17+00:00,tanya kobo coba deh dia dah resmi jadi anime soalnya ,0
2022-07-11 13:24:01+00:00, aku gak donasi dulu uangku dipinjem temen gak dibalikin si kayanya ,0
2022-07-11 13:23:29+00:00, karaoke aja lort tapi full lagu indo keknya seru ,2
2022-07-11 13:23:25+00:00, yok karaoke boo ehe ,2
2022-07-11 13:23:03+00:00, pukul berapa kawan ,2
2022-07-11 13:23:00+00:00, mending skejul bo ,0
2022-07-11 13:22:20+00:00, teneneng ,2
2022-07-11 13:22:04+00:00, ntr jadi vtuber persona mantan napi ,1
2022-07-11 13:22:02+00:00, iya deh gue ngikut ajah ,2
2022-07-11 13:21:50+00:00, gas ngab ,2
2022-07-11 13:21:17+00:00, mana jadwal minggu ini ,0
2022-07-11 13:21:09+00:00, skejul mana skejul ,0
2022-07-11 13:20:16+00:00, takut dimarahin tetangga dia ,2
2022-07-11 13:19:58+00:00, shap lort jam brp ,2
2022-07-11 13:19:56+00:00, jamber ngab ,2
2022-07-11 13:19:42+00:00, jam brp nih jangan malem malem princess plizz ,1
2022-07-11 13:17:54+00:00, bang skejul bang bang aku mau skejul ,0
2022-07-11 13:17:46+00:00, sedang menunggu vtuber besar upload sekejul ,1
2022-07-11 13:17:11+00:00, lah kok ngatur ,0
2022-07-11 13:16:57+00:00, sebut namaku koob ,2
2022-07-11 13:16:46+00:00, gas lort abis itu valbrut sampe pagi ,2
2022-07-11 13:16:45+00:00, tch aku butuh skejul yg lebih bnyk ,0
2022-07-11 13:15:53+00:00, lord ati yahh ntoc nya ganti yabg kalem kalem santuy ,2
2022-07-11 13:15:46+00:00, booo skejul ,2
2022-07-11 13:15:20+00:00, nyanyi dong ,2
2022-07-11 13:15:12+00:00, oke bebbb ,2
2022-07-11 13:14:46+00:00, tau tau valog ,2
2022-07-11 13:14:14+00:00, iya iyaaa jangan lupa skejullll ,0
2022-07-11 13:14:02+00:00, nunggu studio jadi dlu btw flbck woee ,0
2022-07-11 13:13:18+00:00, cihh minta ,2
2022-07-11 13:13:12+00:00, gapunya duit lort donation pake fanart aja ,2
2022-07-11 13:13:05+00:00, silahkan princess ku ,2
2022-07-11 13:13:00+00:00, okehhnntar jangan jangan tetiba valo kek kmaren ya hzzz ,0
2022-07-11 13:12:57+00:00, ingfo sklian waktunya kapan la lort ,2
2022-07-11 13:12:53+00:00, sekejull dulu mana pituber besar ,2
2022-07-11 13:12:48+00:00, skejul dong bo ,0
2022-07-11 13:12:40+00:00, mengandung unsur family fire gk ,2
2022-07-11 13:12:35+00:00, lagi ketar ketir dia m nya kecepetan ,0
2022-07-11 13:12:24+00:00, yaudah ayo ,2
